total_sold,venueid,catid,holiday,day_of_week
49,85,9,0,0
34,48,9,0,2
49,236,7,0,4
43,41,9,0,4
46,55,9,0,6
32,217,7,0,0
43,227,7,0,3
39,229,6,0,4
15,113,9,0,4
52,307,8,0,3
46,89,9,0,2
48,61,9,0,2
34,206,6,0,0
119,32,9,0,5
57,91,9,0,4
47,24,9,0,6
29,52,9,0,2
45,72,9,0,5
14,23,9,0,1
36,99,9,0,4
56,13,9,0,6
35,94,9,0,3
37,6,9,0,5
25,115,9,0,2
36,258,6,0,1
50,230,7,0,4
45,205,7,0,5
63,208,7,0,6
70,219,7,0,1
47,243,7,0,2
44,216,7,0,6
40,60,9,0,5
44,100,9,0,4
51,113,9,0,6
33,227,7,0,1
36,231,6,0,2
44,219,7,0,2
59,214,6,0,3
76,3,9,0,6
46,113,9,0,3
31,67,9,0,3
55,306,8,0,4
21,214,6,0,4
37,24,9,0,2
40,92,9,0,5
26,12,9,0,4
42,68,9,0,6
41,111,9,0,2
25,57,9,0,4
39,232,7,0,3
54,200,6,0,5
67,59,9,0,4
65,9,9,0,1
65,309,8,0,1
50,303,8,0,1
2,62,9,0,4
31,40,9,0,5
17,243,7,0,6
21,41,9,0,5
84,217,7,0,0
5,231,7,0,5
65,231,7,0,6
52,130,9,0,5
27,302,8,0,4
60,83,9,0,4
28,301,8,0,0
26,2,9,0,6
51,212,6,0,3
43,61,9,0,3
49,240,6,0,2
11,203,7,0,4
2,24,9,0,3
39,207,7,0,0
22,205,6,0,1
61,29,9,0,0
39,15,9,0,4
54,102,9,0,3
44,62,9,0,2
20,303,8,0,5
39,203,7,0,2
25,222,7,0,2
34,204,6,0,1
37,128,9,0,3
42,44,9,0,3
33,218,7,0,5
66,13,9,0,1
52,64,9,0,6
38,248,7,0,4
46,9,9,0,1
42,245,7,0,3
39,90,9,0,3
41,15,9,0,3
58,33,9,0,6
34,110,9,0,0
4,7,9,0,3
43,93,9,0,2
72,90,9,0,3
21,212,6,0,0
44,74,9,0,6
61,212,7,0,6
22,93,9,0,6
3,241,7,0,6
38,28,9,0,6
47,117,9,0,1
37,92,9,0,1
10,202,7,0,3
52,25,9,0,0
44,20,9,0,6
97,75,9,0,6
90,209,7,0,3
98,43,9,0,1
54,64,9,0,5
63,23,9,0,1
41,116,9,0,2
36,66,9,0,1
51,22,9,0,6
54,123,9,0,0
57,238,6,0,0
72,123,9,0,3
44,214,7,0,1
42,102,9,0,5
37,243,7,0,1
46,223,6,0,0
29,47,9,0,3
38,259,6,0,4
68,205,7,0,1
34,4,9,0,5
43,23,9,0,0
54,57,9,0,5
47,7,9,0,6
41,96,9,0,4
7,69,9,0,2
8,215,6,0,6
15,52,9,0,1
35,70,9,0,3
61,126,9,0,2
34,309,8,0,2
12,47,9,0,3
29,90,9,0,1
15,226,7,0,5
44,6,9,0,3
45,309,8,0,6
47,11,9,0,2
32,238,6,0,1
10,22,9,0,0
9,13,9,0,6
51,1,9,0,1
42,17,9,0,4
24,25,9,0,1
47,115,9,0,4
37,15,9,0,5
53,207,7,0,2
35,9,9,0,2
47,247,7,0,2
39,96,9,0,5
57,124,9,0,0
26,208,7,0,0
78,125,9,0,5
44,305,8,0,3
44,252,6,0,4
44,50,9,0,0
8,48,9,0,4
35,216,7,0,2
24,99,9,0,2
59,61,9,0,4
15,35,9,0,4
46,242,6,0,5
34,50,9,0,1
47,23,9,0,6
71,216,7,0,3
32,79,9,0,1
121,20,9,0,1
41,203,7,0,3
86,229,7,0,5
76,229,6,0,6
51,100,9,0,0
35,306,8,0,0
27,44,9,0,6
53,62,9,0,1
79,41,9,0,5
68,113,9,0,5
49,47,9,0,2
45,117,9,0,3
50,113,9,0,5
77,221,6,0,2
75,253,6,0,1
33,302,8,0,6
22,13,9,0,5
59,232,7,0,0
39,95,9,0,0
45,25,9,0,2
53,83,9,0,4
41,41,9,0,2
40,36,9,0,5
33,56,9,0,2
66,71,9,0,4
32,16,9,0,2
30,25,9,0,6
54,119,9,0,1
40,51,9,0,2
29,87,9,0,4
56,6,9,0,6
43,306,8,0,2
40,62,9,0,4
15,216,7,0,0
62,235,7,0,2
22,46,9,0,3
60,6,9,0,5
55,6,9,0,6
41,2,9,0,6
51,96,9,0,1
63,224,6,0,1
49,239,6,0,1
29,28,9,0,2
74,234,7,0,5
13,236,7,0,6
64,17,9,0,4
37,203,6,0,5
14,217,6,0,5
33,209,7,0,3
74,65,9,0,6
74,307,8,0,1
17,226,6,0,4
18,32,9,0,0
50,307,8,0,5
13,42,9,0,5
10,129,9,0,1
27,89,9,0,1
36,64,9,0,5
56,8,9,0,2
52,309,8,0,1
46,250,6,0,6
16,49,9,0,1
61,45,9,0,1
48,235,7,0,2
36,72,9,0,1
51,215,6,0,1
78,89,9,0,6
15,32,9,0,1
40,105,9,0,5
33,129,9,0,1
59,110,9,0,1
40,109,9,0,2
17,12,9,0,5
51,223,6,0,5
25,19,9,0,1
34,9,9,0,5
44,120,9,0,3
58,249,7,0,4
46,207,7,0,1
11,229,7,0,4
28,105,9,0,0
24,14,9,0,0
7,15,9,0,0
48,226,6,0,4
25,258,6,0,6
36,257,6,0,4
39,98,9,0,0
42,75,9,0,6
42,19,9,0,0
136,203,7,0,1
68,241,7,0,6
81,86,9,0,5
58,17,9,0,3
47,226,6,0,2
36,300,8,0,0
46,16,9,0,3
43,228,6,0,0
58,24,9,0,4
105,28,9,0,2
47,82,9,0,5
29,12,9,0,0
43,205,6,0,5
22,304,8,0,3
23,30,9,0,4
48,115,9,0,2
46,66,9,0,3
38,308,8,0,4
41,102,9,0,2
56,228,6,0,4
69,15,9,0,1
40,240,7,0,6
52,52,9,0,6
42,21,9,0,1
25,94,9,0,6
41,8,9,0,6
42,33,9,0,4
64,219,7,0,6
85,48,9,0,3
38,15,9,0,5
40,10,9,0,4
39,71,9,0,5
14,247,7,0,5
55,78,9,0,6
29,210,6,0,2
27,29,9,0,4
56,263,6,0,6
90,235,7,0,2
28,232,6,0,1
34,244,7,0,0
39,232,7,0,3
37,308,8,0,5
43,111,9,0,6
85,112,9,0,0
61,2,9,0,5
49,301,8,0,5
28,102,9,0,6
28,10,9,0,4
31,6,9,0,5
42,209,7,0,2
55,308,8,0,2
7,115,9,0,6
40,305,8,0,3
43,50,9,0,5
34,248,7,0,6
72,209,6,0,2
3,305,8,0,4
82,200,6,0,5
48,5,9,0,3
6,239,6,0,4
27,98,9,0,6
47,231,6,0,4
35,13,9,0,5
70,216,7,0,0
20,50,9,0,3
12,69,9,0,1
40,229,7,0,0
27,112,9,0,6
27,250,6,0,5
34,101,9,0,4
37,238,7,0,6
59,7,9,0,0
34,126,9,0,2
53,307,8,0,5
39,76,9,0,3
46,50,9,0,2
53,72,9,0,3
23,309,8,0,5
1,18,9,0,3
79,17,9,0,4
46,44,9,0,1
28,111,9,0,6
20,121,9,0,3
40,222,6,0,3
70,121,9,0,5
64,235,7,0,3
63,101,9,0,6
54,210,7,0,5
46,1,9,0,6
42,305,8,0,0
56,2,9,0,1
16,33,9,0,6
9,220,7,0,1
46,300,8,0,0
14,82,9,0,4
70,4,9,0,3
16,21,9,0,4
37,21,9,0,4
34,114,9,0,3
73,61,9,0,6
39,42,9,0,5
53,222,7,0,5
51,78,9,0,2
28,32,9,0,1
23,255,6,0,0
36,100,9,0,3
48,51,9,0,6
51,231,7,0,3
12,13,9,0,1
47,305,8,0,0
14,240,7,0,4
69,18,9,0,1
57,118,9,0,5
6,209,7,0,0
48,243,7,0,2
40,204,6,0,2
57,217,6,0,4
66,56,9,0,4
38,7,9,0,5
3,120,9,0,3
31,8,9,0,3
48,246,6,0,2
43,206,7,0,3
33,257,6,0,5
69,240,7,0,0
27,256,6,0,1
36,82,9,0,0
12,110,9,0,3
33,233,7,0,4
62,220,6,0,6
51,28,9,0,2
41,211,7,0,1
23,94,9,0,3
43,27,9,0,1
29,300,8,0,6
18,97,9,0,3
33,35,9,0,1
50,49,9,0,6
34,95,9,0,5
38,120,9,0,5
27,30,9,0,1
43,53,9,0,0
42,213,7,0,1
22,35,9,0,5
51,113,9,0,6
38,208,7,0,5
12,306,8,0,6
3,83,9,0,4
62,3,9,0,4
41,207,6,0,5
88,76,9,0,6
45,54,9,0,6
70,95,9,0,1
48,21,9,0,6
51,303,8,0,2
42,106,9,0,0
80,1,9,0,5
43,216,7,0,5
42,37,9,0,4
41,32,9,0,4
27,2,9,0,5
3,113,9,0,2
41,221,7,0,4
30,33,9,0,2
23,103,9,0,2
31,218,7,0,2
26,16,9,0,6
18,21,9,0,2
40,228,7,0,2
27,303,8,0,1
30,8,9,0,5
47,86,9,0,3
11,300,8,0,0
40,71,9,0,0
50,220,6,0,1
24,305,8,0,1
66,97,9,0,1
18,5,9,0,0
37,243,7,0,0
79,43,9,0,3
64,23,9,0,4
33,222,7,0,2
32,210,6,0,4
21,75,9,0,6
46,245,7,0,4
44,227,7,0,1
35,254,6,0,5
53,65,9,0,5
37,60,9,0,6
36,101,9,0,6
6,222,6,0,4
9,245,6,0,6
72,65,9,0,0
43,217,7,0,4
79,243,7,0,3
50,119,9,0,0
38,229,7,0,4
55,234,7,0,1
49,48,9,0,5
6,125,9,0,3
18,96,9,0,3
48,101,9,0,5
21,36,9,0,4
62,16,9,0,4
53,42,9,0,2
35,213,6,0,4
31,228,6,0,4
4,13,9,0,0
47,86,9,0,6
60,220,7,0,4
73,215,7,0,4
51,304,8,0,4
64,65,9,0,1
51,111,9,0,2
44,81,9,0,1
89,30,9,0,0
32,229,7,0,5
34,222,7,0,6
42,121,9,0,6
35,222,7,0,4
94,104,9,0,6
6,105,9,0,0
38,84,9,0,4
48,97,9,0,6
25,91,9,0,4
37,31,9,0,3
54,224,6,0,1
48,223,7,0,1
55,28,9,0,6
16,213,7,0,4
37,124,9,0,4
55,242,6,0,3
67,25,9,0,6
40,107,9,0,4
41,257,6,0,3
29,248,6,0,3
3,58,9,0,2
62,233,7,0,4
25,38,9,0,4
37,102,9,0,6
19,217,6,0,1
67,43,9,0,0
65,119,9,0,3
69,30,9,0,2
41,61,9,0,2
29,240,7,0,0
36,44,9,0,0
28,51,9,0,5
45,302,8,0,2
20,210,7,0,1
26,73,9,0,3
46,77,9,0,4
49,15,9,0,2
103,6,9,0,0
65,34,9,0,1
84,64,9,0,3
43,262,6,0,2
50,88,9,0,0
44,19,9,0,4
43,39,9,0,0
51,309,8,0,1
50,94,9,0,6
43,306,8,0,1
9,246,7,0,1
23,3,9,0,5
27,246,7,0,4
38,49,9,0,5
72,219,7,0,4
4,301,8,0,2
84,99,9,0,2
28,53,9,0,2
39,205,7,0,1
56,216,7,0,0
34,48,9,0,2
26,211,7,0,6
30,105,9,0,1
32,33,9,0,1
45,234,7,0,2
71,98,9,0,6
64,125,9,0,3
30,220,6,0,5
42,115,9,0,0
39,82,9,0,1
43,51,9,0,4
65,95,9,0,4
210,248,7,0,3
64,55,9,0,0
55,237,7,0,5
37,204,7,0,1
31,82,9,0,1
44,74,9,0,1
31,10,9,0,2
45,305,8,0,6
41,4,9,0,3
21,127,9,0,5
57,23,9,0,2
58,230,7,0,0
26,20,9,0,1
37,129,9,0,2
53,262,6,0,0
30,68,9,0,4
32,107,9,0,0
19,211,7,0,2
53,33,9,0,3
42,39,9,0,6
17,227,7,0,0
49,235,7,0,3
7,254,6,0,1
48,205,7,0,5
43,54,9,0,2
69,211,6,0,5
51,225,7,0,5
31,207,7,0,1
44,8,9,0,0
46,46,9,0,0
37,253,6,0,2
52,52,9,0,4
37,213,6,0,2
53,81,9,0,3
13,226,7,0,2
28,16,9,0,1
63,242,6,0,5
58,300,8,0,3
64,69,9,0,1
34,239,7,0,2
43,97,9,0,1
17,223,7,0,1
42,233,7,0,3
35,69,9,0,1
80,116,9,0,1
69,50,9,0,3
49,71,9,0,2
42,203,6,0,3
71,225,7,0,2
22,74,9,0,4
38,95,9,0,6
83,240,7,0,1
35,5,9,0,2
17,229,6,0,3
43,305,8,0,2
11,39,9,0,3
48,117,9,0,3
55,88,9,0,3
18,84,9,0,0
54,24,9,0,0
22,124,9,0,1
37,246,7,0,3
37,231,7,0,5
24,97,9,0,5
47,116,9,0,2
54,1,9,0,4
63,247,7,0,6
8,75,9,0,6
78,251,6,0,4
46,203,6,0,0
14,221,6,0,2
23,68,9,0,0
44,42,9,0,5
71,103,9,0,3
67,116,9,0,3
4,240,7,0,3
28,236,6,0,0
60,222,6,0,0
40,87,9,0,0
46,227,7,0,5
94,213,7,0,6
74,308,8,0,5
16,214,6,0,1
38,64,9,0,3
30,52,9,0,5
51,79,9,0,6
12,244,7,0,4
36,236,7,0,5
48,82,9,0,4
59,51,9,0,2
38,118,9,0,2
40,218,6,0,2
1,28,9,0,0
61,17,9,0,1
44,16,9,0,1
22,5,9,0,4
27,303,8,0,5
77,9,9,0,2
102,34,9,0,5
7,83,9,0,6
56,122,9,0,6
27,103,9,0,4
11,34,9,0,4
32,219,6,0,1
122,257,6,0,2
39,228,7,0,1
58,202,7,0,5
61,56,9,0,5
53,115,9,0,4
31,107,9,0,5
26,205,7,0,4
19,47,9,0,1
64,248,7,0,1
27,84,9,0,1
97,69,9,0,6
42,14,9,0,0
65,84,9,0,0
63,92,9,0,6
58,10,9,0,2
40,36,9,0,0
36,216,7,0,1
48,39,9,0,3
42,97,9,0,3
38,221,7,0,1
62,213,7,0,2
23,3,9,0,1
38,22,9,0,4
64,40,9,0,5
43,248,6,0,3
6,229,7,0,0
64,231,6,0,1
63,56,9,0,0
32,128,9,0,3
33,205,7,0,2
42,308,8,0,3
46,11,9,0,6
35,238,6,0,2
68,11,9,0,6
4,215,7,0,5
64,228,7,0,0
50,207,7,0,0
63,233,7,0,0
52,7,9,0,5
50,240,6,0,3
33,129,9,0,1
49,121,9,0,3
57,212,7,0,3
50,33,9,0,1
66,44,9,0,6
21,69,9,0,3
78,49,9,0,6
63,106,9,0,2
44,222,7,0,4
12,82,9,0,0
52,222,7,0,1
41,129,9,0,2
41,214,7,0,2
18,249,7,0,1
6,222,7,0,1
36,39,9,0,6
69,200,6,0,6
56,234,7,0,2
35,206,7,0,4
24,116,9,0,6
112,237,7,0,4
44,126,9,0,5
31,112,9,0,1
13,1,9,0,3
57,123,9,0,3
5,128,9,0,2
64,304,8,0,5
50,304,8,0,4
18,240,6,0,4
40,217,6,0,4
31,25,9,0,4
36,13,9,0,5
34,238,7,0,0
61,36,9,0,0
35,255,6,0,3
21,126,9,0,5
60,230,7,0,0
16,260,6,0,5
32,211,7,0,6
39,238,6,0,2
33,102,9,0,6
67,205,7,0,0
53,10,9,0,4
109,28,9,0,4
50,226,6,0,5
32,12,9,0,4
61,230,6,0,0
71,305,8,0,6
35,55,9,0,2
91,96,9,0,5
39,303,8,0,5
48,202,7,0,3
56,81,9,0,3
50,232,7,0,1
44,65,9,0,3
72,201,6,0,5
72,22,9,0,2
30,108,9,0,2
46,36,9,0,4
71,218,6,0,1
38,23,9,0,2
46,61,9,0,3
55,218,6,0,1
7,245,7,0,4
24,16,9,0,5
39,122,9,0,3
64,214,7,0,0
58,238,7,0,4
65,51,9,0,3
43,77,9,0,0
45,247,7,0,5
37,230,7,0,6
29,243,7,0,1
19,206,7,0,0
44,101,9,0,4
63,47,9,0,4
37,103,9,0,5
30,28,9,0,4
50,110,9,0,5
77,237,7,0,1
76,226,7,0,0
44,90,9,0,4
58,69,9,0,2
33,83,9,0,3
53,308,8,0,3
33,64,9,0,5
39,23,9,0,6
49,300,8,0,2
15,68,9,0,6
36,92,9,0,5
13,216,7,0,1
39,78,9,0,0
39,129,9,0,3
40,46,9,0,2
28,205,7,0,6
45,110,9,0,5
41,5,9,0,3
63,218,7,0,4
106,52,9,0,2
12,302,8,0,0
11,45,9,0,3
64,66,9,0,0
31,223,7,0,0
41,95,9,0,6
1,223,6,0,3
6,47,9,0,6
1,252,6,0,4
60,88,9,0,3
30,214,7,0,4
19,20,9,0,4
44,76,9,0,0
62,21,9,0,2
66,238,6,0,2
78,214,6,0,6
40,112,9,0,1
27,81,9,0,6
47,86,9,0,1
5,222,7,0,4
35,130,9,0,0
36,79,9,0,3
50,304,8,0,5
18,87,9,0,5
85,29,9,0,4
53,226,7,0,3
48,304,8,0,4
3,19,9,0,2
61,97,9,0,3
58,123,9,0,1
72,126,9,0,3
45,129,9,0,4
60,101,9,0,1
62,217,7,0,3
80,24,9,0,3
13,122,9,0,2
29,87,9,0,6
105,218,6,0,4
37,64,9,0,2
41,239,7,0,0
30,209,6,0,0
50,97,9,0,3
51,200,7,0,5
42,20,9,0,2
33,250,6,0,5
33,93,9,0,3
26,205,6,0,0
52,252,6,0,2
38,307,8,0,1
35,41,9,0,2
2,59,9,0,1
46,8,9,0,0
6,10,9,0,1
43,106,9,0,2
45,14,9,0,3
12,200,7,0,5
46,232,7,0,5
24,219,6,0,5
88,123,9,0,0
8,79,9,0,0
60,60,9,0,2
63,6,9,0,4
37,31,9,0,5
55,221,6,0,4
7,117,9,0,4
44,208,7,0,5
34,217,7,0,1
47,42,9,0,0
32,32,9,0,2
30,50,9,0,3
45,103,9,0,4
108,11,9,0,0
33,18,9,0,6
41,306,8,0,5
41,203,6,0,5
58,301,8,0,4
80,213,6,0,1
21,90,9,0,6
40,259,6,0,1
55,237,7,0,6
47,3,9,0,0
33,108,9,0,2
34,101,9,0,5
41,210,7,0,1
31,236,7,0,2
19,42,9,0,4
5,212,6,0,5
59,239,7,0,1
52,67,9,0,0
60,261,6,0,4
30,208,7,0,3
49,244,7,0,1
45,221,6,0,6
45,77,9,0,1
30,260,6,0,4
39,119,9,0,0
50,129,9,0,6
40,121,9,0,6
89,247,7,0,6
44,300,8,0,1
86,220,7,0,1
15,307,8,0,3
9,75,9,0,0
41,227,6,0,0
59,201,7,0,0
43,103,9,0,5
47,97,9,0,1
41,110,9,0,3
56,303,8,0,2
31,238,7,0,5
61,45,9,0,0
60,224,7,0,5
57,101,9,0,2
45,124,9,0,3
51,15,9,0,4
57,51,9,0,2
34,70,9,0,1
28,97,9,0,4
42,12,9,0,2
29,126,9,0,4
18,238,7,0,3
68,9,9,0,1
58,213,7,0,2
46,235,6,0,0
33,80,9,0,6
38,130,9,0,4
90,245,7,0,4
42,26,9,0,1
32,233,6,0,1
49,120,9,0,5
37,28,9,0,4
21,216,7,0,1
61,63,9,0,0
82,45,9,0,6
34,4,9,0,0
63,83,9,0,5
57,222,6,0,4
29,216,6,0,3
50,123,9,0,3
98,95,9,0,5
35,233,6,0,4
49,213,7,0,3
35,85,9,0,4
31,122,9,0,3
52,213,7,0,1
17,303,8,0,2
58,1,9,0,2
50,305,8,0,4
54,33,9,0,2
51,248,6,0,1
1,74,9,0,2
17,12,9,0,2
39,229,6,0,3
42,45,9,0,0
92,241,7,0,2
31,205,7,0,0
47,128,9,0,5
36,11,9,0,0
10,45,9,0,6
4,243,7,0,6
25,214,7,0,2
75,239,7,0,4
38,19,9,0,0
97,90,9,0,3
71,226,7,0,0
86,114,9,0,3
42,217,6,0,5
39,24,9,0,0
26,301,8,0,5
12,83,9,0,3
56,306,8,0,0
43,109,9,0,1
41,41,9,0,4
29,103,9,0,0
48,56,9,0,3
44,8,9,0,2
41,21,9,0,4
5,240,6,0,2
62,69,9,0,0
61,69,9,0,1
25,215,7,0,0
55,201,7,0,6
42,125,9,0,5
60,246,7,0,5
20,72,9,0,1
23,232,6,0,0
12,212,6,0,6
54,244,7,0,0
80,235,6,0,6
8,4,9,0,0
36,83,9,0,4
49,207,6,0,4
6,19,9,0,1
38,23,9,0,3
39,213,6,0,5
38,209,6,0,3
34,244,7,0,5
6,209,6,0,6
45,244,6,0,0
46,243,7,0,2
44,305,8,0,0
52,120,9,0,6
41,92,9,0,5
97,17,9,0,5
79,48,9,0,1
49,114,9,0,2
43,51,9,0,1
44,35,9,0,1
64,209,7,0,2
39,128,9,0,4
74,59,9,0,6
29,78,9,0,1
2,97,9,0,2
33,111,9,0,3
72,36,9,0,6
63,212,6,0,6
61,213,6,0,2
68,221,7,0,3
69,50,9,0,0
84,244,6,0,4
37,237,6,0,3
8,241,7,0,0
33,306,8,0,5
46,245,7,0,2
32,212,7,0,3
2,128,9,0,2
9,235,7,0,0
31,90,9,0,2
33,38,9,0,1
68,129,9,0,6
43,75,9,0,0
77,210,7,0,5
21,234,6,0,1
24,235,7,0,4
46,236,7,0,2
46,121,9,0,5
43,61,9,0,2
53,226,6,0,2
2,242,6,0,5
59,4,9,0,4
36,220,7,0,0
65,55,9,0,1
55,231,7,0,5
54,68,9,0,1
48,81,9,0,4
31,13,9,0,6
30,210,7,0,0
25,236,6,0,2
23,14,9,0,6
43,119,9,0,2
55,74,9,0,6
75,49,9,0,3
33,28,9,0,0
49,231,7,0,0
58,216,7,0,4
90,107,9,0,1
13,79,9,0,6
84,252,6,0,4
70,85,9,0,2
42,72,9,0,6
28,28,9,0,0
36,73,9,0,4
24,66,9,0,6
50,212,7,0,2
52,105,9,0,1
130,95,9,0,4
69,14,9,0,6
42,124,9,0,4
56,248,7,0,2
45,83,9,0,1
1,307,8,0,4
9,61,9,0,3
55,114,9,0,2
56,80,9,0,5
69,113,9,0,4
46,125,9,0,1
29,41,9,0,0
51,224,7,0,2
49,219,7,0,0
94,236,7,0,6
30,244,7,0,0
82,224,7,0,2
50,37,9,0,1
33,205,6,0,6
31,246,6,0,1
22,222,7,0,6
42,86,9,0,4
39,303,8,0,2
25,259,6,0,4
83,221,7,0,3
27,96,9,0,1
49,254,6,0,3
40,11,9,0,6
40,36,9,0,2
55,235,6,0,2
48,89,9,0,0
34,206,6,0,3
40,216,7,0,3
68,19,9,0,1
47,9,9,0,5
43,4,9,0,0
40,66,9,0,0
19,300,8,0,2
20,30,9,0,6
14,242,7,0,3
51,92,9,0,3
44,31,9,0,0
28,129,9,0,6
34,223,7,0,1
61,246,6,0,3
31,245,6,0,4
68,101,9,0,3
42,21,9,0,6
42,104,9,0,3
6,245,7,0,1
43,108,9,0,6
59,35,9,0,1
48,86,9,0,2
43,226,6,0,5
68,32,9,0,4
59,10,9,0,1
20,31,9,0,2
62,232,7,0,4
81,48,9,0,0
36,301,8,0,2
36,55,9,0,5
33,72,9,0,0
22,231,7,0,3
46,102,9,0,6
69,228,6,0,2
48,13,9,0,0
52,83,9,0,4
3,118,9,0,6
48,245,6,0,0
108,111,9,0,5
76,81,9,0,2
34,127,9,0,1
49,216,7,0,0
18,35,9,0,6
23,116,9,0,3
26,229,7,0,0
57,231,7,0,6
42,92,9,0,6
6,74,9,0,0
35,250,6,0,4
54,227,6,0,5
51,237,7,0,2
72,12,9,0,4
48,32,9,0,6
45,222,7,0,2
81,203,7,0,3
46,215,7,0,5
38,10,9,0,5
18,217,6,0,2
61,208,6,0,4
10,241,6,0,1
48,241,7,0,4
13,115,9,0,4
30,83,9,0,3
40,43,9,0,0
33,202,7,0,3
29,220,6,0,2
5,215,6,0,5
62,120,9,0,0
66,120,9,0,1
47,222,7,0,1
21,56,9,0,3
22,246,7,0,1
54,114,9,0,5
58,253,6,0,4
55,210,7,0,2
49,201,7,0,2
51,46,9,0,1
47,63,9,0,0
50,231,6,0,6
65,226,6,0,0
49,248,7,0,4
48,48,9,0,0
36,301,8,0,4
59,18,9,0,5
53,206,6,0,2
32,78,9,0,5
17,41,9,0,3
34,19,9,0,2
31,96,9,0,6
18,239,6,0,0
1,223,6,0,3
43,38,9,0,2
44,9,9,0,6
80,39,9,0,6
21,36,9,0,1
18,210,7,0,4
36,250,6,0,2
41,87,9,0,2
51,15,9,0,3
65,248,7,0,0
26,211,7,0,5
66,58,9,0,1
37,207,7,0,2
29,25,9,0,0
87,230,7,0,4
29,116,9,0,1
36,240,6,0,3
52,206,6,0,5
40,300,8,0,4
27,207,7,0,6
34,59,9,0,0
4,20,9,0,3
2,14,9,0,1
31,45,9,0,1
74,234,7,0,2
59,86,9,0,4
43,58,9,0,3
28,80,9,0,6
48,245,7,0,0
112,36,9,0,1
39,126,9,0,5
38,206,6,0,2
38,74,9,0,4
1,116,9,0,4
48,109,9,0,6
34,60,9,0,0
37,207,6,0,1
56,4,9,0,6
28,40,9,0,0
1,244,6,0,4
35,34,9,0,0
14,308,8,0,3
21,240,6,0,4
73,61,9,0,5
27,16,9,0,6
33,80,9,0,2
57,254,6,0,5
36,22,9,0,5
47,238,7,0,6
6,77,9,0,0
43,219,7,0,6
33,247,7,0,2
129,307,8,0,5
57,60,9,0,1
49,309,8,0,4
47,206,7,0,6
39,240,7,0,6
34,211,7,0,6
38,118,9,0,6
45,101,9,0,0
28,259,6,0,1
26,206,7,0,5
28,98,9,0,1
23,130,9,0,3
40,226,7,0,4
86,38,9,0,0
41,200,7,0,3
23,47,9,0,3
28,7,9,0,5
36,96,9,0,1
59,306,8,0,3
45,203,7,0,5
104,249,7,0,5
54,221,7,0,5
34,222,6,0,2
52,220,7,0,1
46,98,9,0,6
47,211,7,0,1
35,239,6,0,2
55,119,9,0,1
35,246,6,0,2
51,126,9,0,6
144,206,7,0,0
55,302,8,0,0
65,14,9,0,1
31,123,9,0,4
61,246,7,0,3
41,66,9,0,5
25,103,9,0,1
64,238,6,0,2
1,231,6,0,4
49,307,8,0,3
11,256,6,0,5
122,239,7,0,6
25,32,9,0,3
92,114,9,0,6
34,107,9,0,1
33,37,9,0,6
28,206,7,0,1
2,108,9,0,5
47,303,8,0,1
45,8,9,0,6
12,105,9,0,5
66,227,6,0,4
21,31,9,0,2
24,93,9,0,2
48,233,7,0,6
34,229,7,0,4
46,6,9,0,1
31,233,7,0,1
31,237,7,0,3
31,231,6,0,0
8,27,9,0,1
46,302,8,0,4
19,249,6,0,1
58,78,9,0,1
40,253,6,0,4
91,37,9,0,1
32,106,9,0,3
57,50,9,0,4
79,20,9,0,3
22,212,6,0,3
43,248,7,0,1
29,307,8,0,3
84,204,7,0,4
55,82,9,0,6
35,84,9,0,2
47,210,6,0,5
76,96,9,0,6
42,107,9,0,6
49,221,6,0,2
68,228,7,0,4
33,102,9,0,1
72,4,9,0,2
35,106,9,0,1
52,80,9,0,5
43,221,7,0,6
62,32,9,0,3
68,112,9,0,4
3,231,7,0,3
46,235,6,0,5
52,309,8,0,5
35,219,6,0,3
48,202,7,0,6
42,74,9,0,1
45,249,6,0,5
40,120,9,0,0
55,42,9,0,5
42,1,9,0,4
47,220,7,0,5
89,242,7,0,6
63,242,7,0,6
64,92,9,0,2
36,37,9,0,6
49,62,9,0,3
58,228,7,0,0
20,108,9,0,1
55,15,9,0,3
39,213,7,0,1
29,102,9,0,0
33,106,9,0,5
22,60,9,0,3
37,71,9,0,3
81,245,7,0,5
70,10,9,0,6
10,207,6,0,4
54,229,6,0,4
54,245,7,0,3
55,21,9,0,0
13,208,6,0,5
50,200,7,0,6
83,93,9,0,5
34,65,9,0,6
87,237,6,0,3
61,222,7,0,6
30,227,7,0,0
45,85,9,0,0
43,231,7,0,3
50,246,7,0,3
10,114,9,0,4
12,91,9,0,1
46,302,8,0,3
26,12,9,0,1
43,223,7,0,4
61,231,6,0,5
17,107,9,0,0
32,15,9,0,6
33,111,9,0,3
41,247,7,0,6
58,14,9,0,1
21,247,6,0,1
36,130,9,0,1
76,82,9,0,4
38,257,6,0,2
31,125,9,0,4
41,77,9,0,3
64,42,9,0,4
32,32,9,0,2
43,102,9,0,6
63,86,9,0,5
62,206,7,0,2
50,239,7,0,1
26,106,9,0,1
67,51,9,0,6
55,23,9,0,5
52,58,9,0,5
21,105,9,0,6
45,53,9,0,6
31,244,7,0,1
31,121,9,0,0
1,260,6,0,2
55,82,9,0,6
40,1,9,0,6
2,6,9,0,2
26,83,9,0,1
12,89,9,0,6
46,80,9,0,4
36,217,7,0,0
44,117,9,0,3
56,58,9,0,1
48,119,9,0,4
44,34,9,0,0
56,302,8,0,3
7,214,7,0,2
