total_sold,total_paid,venueid,catid,caldate,holiday
30,11311.0,124,9,2008-06-23,False
51,13196.0,204,6,2008-06-22,False
30,18425.0,85,9,2008-08-16,False
48,12832.0,101,9,2008-08-23,False
68,15328.0,78,9,2008-08-19,False
49,20414.0,54,9,2008-08-09,False
43,12593.0,100,9,2008-08-18,False
61,18627.0,117,9,2008-08-22,False
45,16038.0,16,9,2008-08-14,False
38,8462.0,39,9,2008-08-02,False
52,9782.0,15,9,2008-08-17,False
43,9447.0,9,9,2008-08-08,False
53,10894.0,241,6,2008-08-27,False
34,9851.0,130,9,2008-08-11,False
32,6427.0,106,9,2008-08-21,False
29,10050.0,227,6,2008-07-31,False
50,8221.0,213,6,2008-08-27,False
44,16448.0,108,9,2008-08-12,False
33,6578.0,122,9,2008-08-20,False
46,10455.0,64,9,2008-08-29,False
35,10771.0,53,9,2008-08-16,False
29,11342.0,307,8,2008-07-24,False
48,10059.0,309,8,2008-08-12,False
51,19178.0,105,9,2008-08-18,False
40,12414.0,240,7,2008-08-22,False
24,3877.0,52,9,2008-08-05,False
49,15248.0,120,9,2008-08-16,False
39,10551.0,241,7,2008-08-31,False
48,9806.0,233,7,2008-08-03,False
37,10591.0,231,7,2008-08-23,False
32,5209.0,78,9,2008-08-09,False
63,19610.0,69,9,2008-08-28,False
45,7297.0,221,7,2008-08-08,False
45,12973.0,222,7,2008-08-20,False
16,3879.0,71,9,2008-08-02,False
34,9382.0,245,7,2008-08-16,False
46,10023.0,113,9,2008-08-28,False
54,36016.0,130,9,2008-08-17,False
49,15616.0,80,9,2008-08-17,False
55,21538.0,94,9,2008-08-18,False
64,19047.0,69,9,2008-08-19,False
40,17771.0,36,9,2008-08-16,False
95,28517.0,243,6,2008-08-20,False
52,16205.0,245,6,2008-08-14,False
29,7790.0,235,7,2008-08-14,False
41,13254.0,17,9,2008-08-13,False
26,23518.0,229,7,2008-08-04,False
57,15239.0,233,7,2008-08-12,False
25,9632.0,216,7,2008-07-25,False
22,8356.0,210,7,2008-07-31,False
27,8674.0,7,9,2008-08-05,False
37,16404.0,202,6,2008-08-08,False
45,9578.0,227,6,2008-08-08,False
21,2827.0,224,6,2008-08-06,False
42,32752.0,76,9,2008-08-25,False
51,9809.0,224,7,2008-08-13,False
38,16402.0,225,6,2008-08-07,False
18,6151.0,5,9,2008-07-28,False
23,3277.0,206,7,2008-08-12,False
16,7020.0,61,9,2008-08-18,False
46,23821.0,25,9,2008-08-11,False
29,6339.0,87,9,2008-08-01,False
45,9653.0,25,9,2008-08-06,False
50,15514.0,48,9,2008-08-18,False
27,6058.0,13,9,2008-08-25,False
29,12551.0,110,9,2008-08-22,False
30,7020.0,206,7,2008-08-26,False
41,20870.0,98,9,2008-08-07,False
23,2537.0,130,9,2008-08-16,False
41,11609.0,47,9,2008-08-25,False
36,7019.0,96,9,2008-08-19,False
48,10131.0,247,7,2008-08-18,False
42,11141.0,217,7,2008-08-13,False
41,14063.0,66,9,2008-08-30,False
32,9369.0,106,9,2008-09-05,False
76,17870.0,230,7,2008-08-14,False
52,16571.0,256,6,2008-09-04,False
28,10364.0,22,9,2008-09-05,False
30,8945.0,234,7,2008-08-20,False
49,17109.0,95,9,2008-09-03,False
56,23149.0,201,6,2008-08-23,False
59,18143.0,307,8,2008-08-26,False
29,13621.0,53,9,2008-08-25,False
72,11698.0,81,9,2008-09-06,False
54,10866.0,307,8,2008-08-21,False
37,9954.0,220,7,2008-09-04,False
63,23463.0,242,6,2008-08-30,False
71,17769.0,112,9,2008-08-28,False
51,10947.0,113,9,2008-08-03,False
18,3878.0,218,6,2008-08-28,False
34,7156.0,240,6,2008-08-29,False
47,14547.0,93,9,2008-08-23,False
19,7524.0,217,7,2008-08-11,False
65,19796.0,248,7,2008-09-01,True
93,22130.0,225,6,2008-08-24,False
67,15852.0,59,9,2008-08-22,False
112,38522.0,88,9,2008-08-31,False
91,28792.0,260,6,2008-09-01,True
54,17992.0,36,9,2008-08-23,False
53,15204.0,215,7,2008-08-31,False
50,12481.0,16,9,2008-08-23,False
44,19650.0,48,9,2008-09-05,False
42,7160.0,124,9,2008-08-14,False
47,12517.0,306,8,2008-08-16,False
32,5433.0,127,9,2008-08-16,False
87,19076.0,238,7,2008-08-26,False
35,9167.0,43,9,2008-08-22,False
35,9291.0,239,6,2008-08-20,False
116,32214.0,63,9,2008-08-31,False
43,16133.0,52,9,2008-08-10,False
22,7909.0,212,6,2008-08-21,False
46,24368.0,96,9,2008-08-21,False
85,21655.0,230,7,2008-08-31,False
45,19400.0,52,9,2008-09-02,False
37,11376.0,245,7,2008-09-02,False
63,21602.0,12,9,2008-08-15,False
136,36559.0,203,7,2008-09-02,False
35,4231.0,28,9,2008-08-17,False
26,6162.0,79,9,2008-08-15,False
51,8580.0,258,6,2008-09-05,False
28,13397.0,207,6,2008-09-06,False
59,19166.0,72,9,2008-08-26,False
91,35784.0,115,9,2008-08-25,False
50,13829.0,99,9,2008-08-19,False
34,7449.0,124,9,2008-08-17,False
28,13926.0,93,9,2008-08-26,False
36,10593.0,100,9,2008-08-28,False
63,17690.0,205,7,2008-08-20,False
61,19164.0,233,6,2008-09-02,False
61,16500.0,125,9,2008-08-16,False
54,19973.0,208,7,2008-08-28,False
65,23783.0,14,9,2008-08-26,False
86,45881.0,220,7,2008-08-16,False
39,11821.0,4,9,2008-08-15,False
37,12137.0,243,7,2008-08-26,False
59,14738.0,3,9,2008-09-09,False
71,37615.0,305,8,2008-09-07,False
14,5768.0,208,7,2008-08-21,False
54,30473.0,63,9,2008-09-11,False
45,14561.0,65,9,2008-09-02,False
40,7809.0,37,9,2008-08-16,False
19,5996.0,245,7,2008-08-17,False
65,14351.0,71,9,2008-08-31,False
35,15239.0,234,7,2008-09-01,True
27,7354.0,84,9,2008-09-11,False
55,23826.0,112,9,2008-09-08,False
42,9029.0,217,7,2008-09-04,False
88,30201.0,100,9,2008-09-10,False
61,20000.0,40,9,2008-09-06,False
34,9359.0,302,8,2008-08-13,False
34,9198.0,39,9,2008-09-06,False
57,11713.0,118,9,2008-09-13,False
24,5768.0,47,9,2008-08-09,False
64,16402.0,228,7,2008-08-11,False
53,11747.0,30,9,2008-08-23,False
60,17154.0,55,9,2008-09-12,False
56,16349.0,40,9,2008-08-20,False
41,21425.0,48,9,2008-08-17,False
80,20234.0,30,9,2008-09-04,False
37,10374.0,1,9,2008-08-16,False
33,6464.0,240,6,2008-08-28,False
35,22409.0,204,7,2008-09-04,False
49,41242.0,121,9,2008-09-11,False
18,6673.0,89,9,2008-08-12,False
46,14154.0,77,9,2008-08-29,False
25,11002.0,50,9,2008-08-10,False
47,14069.0,78,9,2008-08-25,False
47,12404.0,207,6,2008-09-12,False
59,17252.0,108,9,2008-09-06,False
27,7225.0,116,9,2008-08-22,False
80,16280.0,124,9,2008-09-08,False
35,17348.0,55,9,2008-08-27,False
50,10636.0,97,9,2008-09-04,False
34,9120.0,223,7,2008-08-29,False
55,17178.0,247,6,2008-08-20,False
42,9933.0,15,9,2008-08-26,False
35,14451.0,127,9,2008-08-17,False
57,26031.0,66,9,2008-08-19,False
27,3971.0,42,9,2008-08-16,False
57,19793.0,213,7,2008-09-06,False
43,11476.0,214,7,2008-09-07,False
23,9557.0,9,9,2008-09-04,False
48,34720.0,210,7,2008-08-28,False
24,8796.0,1,9,2008-08-11,False
30,15436.0,213,6,2008-09-05,False
83,40741.0,93,9,2008-09-06,False
84,23785.0,115,9,2008-09-08,False
41,11055.0,228,6,2008-06-10,False
48,11154.0,127,9,2008-07-13,False
51,19653.0,125,9,2008-07-08,False
92,43597.0,241,7,2008-06-25,False
48,24105.0,201,7,2008-06-26,False
38,27923.0,105,9,2008-06-26,False
72,14114.0,65,9,2008-07-07,False
29,5223.0,248,6,2008-06-19,False
30,8568.0,50,9,2008-06-15,False
43,9384.0,93,9,2008-07-02,False
29,35236.0,123,9,2008-06-23,False
32,12758.0,210,6,2008-06-20,False
70,20768.0,122,9,2008-07-11,False
50,12588.0,88,9,2008-06-16,False
27,10739.0,21,9,2008-06-24,False
22,5422.0,205,6,2008-06-17,False
45,9235.0,89,9,2008-07-04,True
55,19187.0,228,7,2008-07-07,False
83,46031.0,248,7,2008-07-10,False
34,9525.0,110,9,2008-06-17,False
28,11719.0,303,8,2008-06-12,False
50,13346.0,125,9,2008-07-16,False
42,8943.0,2,9,2008-07-13,False
94,20614.0,127,9,2008-07-08,False
85,30005.0,67,9,2008-07-17,False
69,16376.0,50,9,2008-07-05,False
60,19946.0,60,9,2008-07-09,False
44,9393.0,65,9,2008-06-27,False
58,12897.0,262,6,2008-07-11,False
62,15662.0,249,7,2008-07-10,False
40,8986.0,220,7,2008-07-08,False
29,15359.0,216,6,2008-07-15,False
68,21110.0,8,9,2008-06-28,False
54,11889.0,300,8,2008-07-13,False
58,13535.0,16,9,2008-07-07,False
60,20197.0,83,9,2008-07-11,False
37,8924.0,17,9,2008-06-30,False
38,9626.0,91,9,2008-06-25,False
21,4670.0,244,7,2008-05-31,False
38,12584.0,130,9,2008-07-11,False
22,6812.0,203,6,2008-07-09,False
36,14013.0,242,7,2008-06-19,False
44,22189.0,222,7,2008-06-15,False
48,19672.0,109,9,2008-07-13,False
27,8668.0,38,9,2008-07-11,False
63,14977.0,123,9,2008-07-12,False
64,20261.0,207,6,2008-07-06,False
73,23438.0,128,9,2008-06-17,False
45,27885.0,69,9,2008-07-13,False
31,8081.0,245,6,2008-07-09,False
63,22950.0,98,9,2008-07-05,False
63,20433.0,214,7,2008-07-10,False
41,10449.0,96,9,2008-06-20,False
23,9858.0,221,7,2008-07-11,False
39,13602.0,73,9,2008-07-03,False
73,30400.0,47,9,2008-07-10,False
25,3481.0,32,9,2008-07-03,False
37,10621.0,98,9,2008-06-16,False
43,15938.0,248,7,2008-07-15,False
36,9689.0,82,9,2008-07-07,False
52,13929.0,309,8,2008-07-12,False
41,10369.0,300,8,2008-07-03,False
36,10127.0,235,7,2008-06-13,False
36,5139.0,304,8,2008-06-20,False
22,20624.0,205,7,2008-06-14,False
55,20161.0,91,9,2008-07-10,False
48,15704.0,122,9,2008-07-01,False
48,9635.0,5,9,2008-07-02,False
26,5874.0,37,9,2008-07-12,False
47,12456.0,55,9,2008-07-06,False
30,15342.0,116,9,2008-07-05,False
55,18676.0,210,7,2008-06-30,False
88,23214.0,123,9,2008-07-21,False
81,34888.0,30,9,2008-07-17,False
31,6696.0,38,9,2008-06-15,False
59,25917.0,11,9,2008-07-06,False
44,9916.0,54,9,2008-07-13,False
43,9751.0,252,6,2008-06-22,False
46,13723.0,97,9,2008-06-28,False
39,12088.0,251,6,2008-07-15,False
26,3529.0,14,9,2008-06-18,False
58,25732.0,214,7,2008-07-09,False
41,11237.0,234,7,2008-07-22,False
39,16182.0,300,8,2008-06-19,False
65,23558.0,243,6,2008-06-29,False
68,37267.0,236,7,2008-07-08,False
24,6473.0,33,9,2008-06-17,False
17,5888.0,55,9,2008-06-27,False
53,24433.0,241,7,2008-07-15,False
28,9883.0,249,7,2008-06-25,False
40,12051.0,10,9,2008-07-11,False
53,13085.0,204,7,2008-07-08,False
44,25252.0,8,9,2008-06-30,False
35,11363.0,254,6,2008-06-21,False
20,5532.0,18,9,2008-06-19,False
36,13877.0,238,7,2008-07-02,False
91,22831.0,100,9,2008-07-07,False
38,14242.0,300,8,2008-07-21,False
54,28712.0,218,7,2008-07-03,False
60,12876.0,21,9,2008-07-16,False
42,17714.0,255,6,2008-07-18,False
40,14766.0,209,7,2008-07-17,False
40,15785.0,210,7,2008-07-21,False
60,18448.0,76,9,2008-07-05,False
42,9333.0,240,6,2008-07-21,False
63,12288.0,234,7,2008-07-25,False
49,18474.0,106,9,2008-07-06,False
48,15861.0,241,7,2008-07-04,True
28,7680.0,7,9,2008-06-28,False
64,19182.0,9,9,2008-07-21,False
28,6134.0,105,9,2008-06-30,False
65,18393.0,119,9,2008-07-03,False
52,14078.0,303,8,2008-07-20,False
35,5931.0,30,9,2008-07-22,False
63,20588.0,208,7,2008-07-06,False
31,14990.0,201,7,2008-07-07,False
38,6645.0,64,9,2008-07-04,True
13,4882.0,17,9,2008-06-23,False
38,17816.0,246,7,2008-06-21,False
31,6426.0,26,9,2008-06-20,False
40,7263.0,104,9,2008-06-22,False
57,13050.0,1,9,2008-07-24,False
57,11095.0,217,6,2008-07-04,True
59,19702.0,29,9,2008-07-23,False
62,17523.0,257,6,2008-07-03,False
72,38045.0,210,7,2008-07-13,False
37,14297.0,75,9,2008-07-21,False
62,15391.0,223,7,2008-07-08,False
28,8027.0,88,9,2008-06-26,False
35,14543.0,23,9,2008-07-04,True
65,23127.0,204,7,2008-06-30,False
61,15780.0,209,7,2008-07-22,False
37,18467.0,33,9,2008-07-03,False
15,3063.0,55,9,2008-06-30,False
42,16173.0,309,8,2008-07-23,False
35,15912.0,72,9,2008-06-22,False
117,29854.0,221,7,2008-07-20,False
55,19380.0,44,9,2008-07-04,True
38,18891.0,103,9,2008-07-19,False
47,10673.0,219,7,2008-07-15,False
36,10773.0,243,7,2008-07-16,False
52,19080.0,128,9,2008-07-23,False
21,3643.0,306,8,2008-07-19,False
37,11282.0,234,7,2008-07-13,False
53,20413.0,229,7,2008-07-14,False
47,9292.0,64,9,2008-07-11,False
35,12154.0,235,6,2008-06-23,False
49,20036.0,37,9,2008-07-26,False
23,7028.0,218,6,2008-07-18,False
51,25280.0,81,9,2008-07-03,False
73,17483.0,119,9,2008-07-20,False
75,31998.0,41,9,2008-07-13,False
61,19494.0,259,6,2008-07-17,False
35,17245.0,249,7,2008-07-04,True
26,6316.0,119,9,2008-07-04,True
51,12739.0,4,9,2008-07-29,False
12,4954.0,202,7,2008-07-18,False
33,14581.0,239,7,2008-07-12,False
47,13187.0,49,9,2008-07-22,False
34,32750.0,249,7,2008-06-26,False
48,11363.0,68,9,2008-07-29,False
42,24023.0,119,9,2008-07-23,False
27,10373.0,239,7,2008-07-03,False
35,12486.0,54,9,2008-07-21,False
45,9864.0,200,6,2008-07-25,False
36,18295.0,116,9,2008-07-23,False
62,17262.0,27,9,2008-07-23,False
50,14041.0,307,8,2008-07-28,False
48,9311.0,259,6,2008-07-08,False
51,16957.0,304,8,2008-07-25,False
48,8482.0,82,9,2008-07-26,False
119,32023.0,216,7,2008-07-23,False
54,27448.0,232,7,2008-07-16,False
30,9960.0,247,7,2008-07-01,False
34,12509.0,217,6,2008-07-14,False
36,9792.0,37,9,2008-06-28,False
36,7794.0,215,6,2008-06-25,False
27,13657.0,2,9,2008-07-16,False
24,7696.0,210,7,2008-06-17,False
25,7799.0,308,8,2008-07-15,False
26,7206.0,74,9,2008-07-07,False
53,28750.0,253,6,2008-07-26,False
60,17679.0,243,7,2008-07-15,False
36,9402.0,211,7,2008-07-24,False
35,19394.0,212,6,2008-07-28,False
64,16985.0,214,7,2008-09-15,False
65,20512.0,303,8,2008-09-11,False
57,16949.0,86,9,2008-08-26,False
52,21847.0,32,9,2008-09-01,True
37,12544.0,307,8,2008-09-07,False
32,14671.0,5,9,2008-08-28,False
38,10646.0,79,9,2008-09-11,False
44,11558.0,127,9,2008-08-29,False
26,3258.0,16,9,2008-09-07,False
35,26683.0,222,7,2008-09-03,False
30,4185.0,309,8,2008-08-27,False
34,7177.0,206,6,2008-08-18,False
36,11501.0,90,9,2008-08-08,False
39,9215.0,57,9,2008-09-11,False
72,21709.0,105,9,2008-09-04,False
32,9949.0,129,9,2008-09-05,False
42,10526.0,130,9,2008-09-17,False
40,15990.0,220,6,2008-09-11,False
43,36468.0,224,7,2008-09-14,False
54,29515.0,114,9,2008-09-03,False
25,6001.0,247,7,2008-09-05,False
26,6195.0,25,9,2008-08-23,False
51,14339.0,2,9,2008-09-06,False
56,28126.0,61,9,2008-09-09,False
25,4516.0,10,9,2008-09-12,False
35,12010.0,5,9,2008-09-08,False
35,12159.0,1,9,2008-09-06,False
33,8675.0,58,9,2008-09-06,False
55,13834.0,200,7,2008-09-13,False
38,10272.0,210,7,2008-09-07,False
39,13449.0,127,9,2008-09-13,False
56,22012.0,100,9,2008-09-13,False
37,30578.0,213,7,2008-09-13,False
35,16035.0,84,9,2008-09-13,False
60,22430.0,69,9,2008-09-16,False
51,13965.0,233,7,2008-09-19,False
44,8088.0,130,9,2008-08-15,False
55,18412.0,301,8,2008-09-15,False
23,5879.0,61,9,2008-07-24,False
50,8762.0,71,9,2008-09-14,False
27,6679.0,209,7,2008-09-03,False
65,24908.0,249,7,2008-09-10,False
24,6260.0,222,7,2008-09-01,True
40,8414.0,226,7,2008-08-22,False
40,19519.0,120,9,2008-09-15,False
60,16353.0,110,9,2008-09-19,False
43,13169.0,231,7,2008-09-04,False
36,9814.0,255,6,2008-08-29,False
64,14988.0,243,7,2008-09-17,False
39,30931.0,307,8,2008-08-31,False
23,3216.0,207,7,2008-09-04,False
34,19378.0,38,9,2008-09-06,False
36,8505.0,215,6,2008-08-26,False
26,4864.0,90,9,2008-08-30,False
63,32549.0,239,7,2008-09-11,False
46,8756.0,50,9,2008-09-17,False
71,28930.0,103,9,2008-09-04,False
45,11952.0,116,9,2008-09-11,False
44,11401.0,87,9,2008-09-11,False
23,8975.0,219,6,2008-09-04,False
56,14590.0,25,9,2008-09-16,False
36,6309.0,218,6,2008-08-15,False
49,16967.0,130,9,2008-09-02,False
55,13807.0,119,9,2008-08-26,False
56,12394.0,216,7,2008-09-15,False
61,12789.0,234,7,2008-09-13,False
42,23407.0,220,7,2008-09-10,False
38,12096.0,252,6,2008-09-10,False
71,28702.0,111,9,2008-09-05,False
50,16092.0,246,6,2008-08-29,False
66,18970.0,78,9,2008-08-31,False
31,7718.0,238,6,2008-09-05,False
81,20371.0,239,7,2008-09-12,False
30,6440.0,58,9,2008-08-26,False
91,34969.0,96,9,2008-09-16,False
34,11859.0,239,7,2008-09-17,False
72,21407.0,126,9,2008-09-16,False
103,37983.0,6,9,2008-09-15,False
87,25917.0,108,9,2008-09-16,False
34,7722.0,256,6,2008-09-14,False
69,18095.0,224,7,2008-08-24,False
73,22381.0,226,7,2008-09-11,False
62,16754.0,74,9,2008-09-14,False
51,12696.0,126,9,2008-08-31,False
28,5239.0,305,8,2008-09-15,False
23,9405.0,12,9,2008-09-13,False
55,24482.0,300,8,2008-09-13,False
47,15558.0,217,7,2008-08-22,False
91,20114.0,221,6,2008-09-24,False
36,8606.0,22,9,2008-09-06,False
22,5079.0,99,9,2008-09-21,False
52,21001.0,78,9,2008-09-02,False
49,28628.0,30,9,2008-08-28,False
36,10476.0,45,9,2008-09-21,False
55,10226.0,112,9,2008-08-24,False
75,29858.0,64,9,2008-09-10,False
51,15572.0,242,7,2008-09-13,False
53,38136.0,245,7,2008-09-09,False
46,11038.0,243,7,2008-09-03,False
28,10752.0,62,9,2008-08-21,False
54,15465.0,243,7,2008-09-07,False
31,6640.0,17,9,2008-09-14,False
38,9224.0,261,6,2008-09-11,False
47,16821.0,224,7,2008-09-11,False
46,19748.0,36,9,2008-08-29,False
31,8426.0,236,7,2008-09-10,False
41,23866.0,234,7,2008-09-16,False
103,44221.0,242,7,2008-09-14,False
44,22630.0,210,7,2008-09-20,False
48,24721.0,70,9,2008-09-21,False
37,13106.0,91,9,2008-08-28,False
45,24626.0,109,9,2008-08-31,False
58,14667.0,75,9,2008-09-20,False
81,18009.0,38,9,2008-09-17,False
37,8320.0,216,6,2008-09-19,False
35,9986.0,73,9,2008-09-02,False
45,35287.0,60,9,2008-09-21,False
24,8341.0,219,6,2008-09-06,False
91,21662.0,96,9,2008-09-13,False
39,7164.0,206,7,2008-09-21,False
39,21902.0,26,9,2008-09-06,False
45,15276.0,66,9,2008-08-29,False
37,15574.0,124,9,2008-08-15,False
41,7944.0,66,9,2008-09-14,False
55,15175.0,34,9,2008-09-06,False
29,7955.0,90,9,2008-09-16,False
52,17774.0,12,9,2008-09-19,False
72,19063.0,209,6,2008-09-04,False
61,22165.0,263,6,2008-09-08,False
46,9982.0,86,9,2008-09-07,False
53,12761.0,128,9,2008-09-20,False
39,8077.0,215,6,2008-09-19,False
40,11131.0,244,6,2008-08-15,False
39,11324.0,219,7,2008-09-01,True
42,13368.0,116,9,2008-09-14,False
33,15326.0,34,9,2008-09-15,False
68,23736.0,309,8,2008-09-20,False
57,24145.0,69,9,2008-09-12,False
46,19415.0,12,9,2008-09-10,False
48,17318.0,309,8,2008-09-11,False
47,14425.0,82,9,2008-09-13,False
26,4983.0,52,9,2008-08-22,False
45,9001.0,110,9,2008-09-14,False
35,12613.0,74,9,2008-09-04,False
39,9985.0,233,7,2008-09-18,False
34,15328.0,224,6,2008-09-17,False
43,12482.0,80,9,2008-09-03,False
67,15070.0,10,9,2008-09-28,False
40,21113.0,216,7,2008-09-10,False
22,4978.0,238,7,2008-09-18,False
17,10193.0,71,9,2008-09-17,False
32,7430.0,201,7,2008-09-12,False
37,7541.0,307,8,2008-09-18,False
68,14540.0,9,9,2008-09-02,False
50,14298.0,230,7,2008-09-19,False
105,35012.0,122,9,2008-09-24,False
28,16060.0,236,6,2008-09-01,True
55,22558.0,216,6,2008-09-04,False
34,8081.0,57,9,2008-08-15,False
53,15171.0,302,8,2008-09-28,False
41,18321.0,64,9,2008-09-18,False
27,7165.0,1,9,2008-09-12,False
32,8927.0,94,9,2008-09-20,False
68,23829.0,241,7,2008-09-21,False
37,17853.0,260,6,2008-08-24,False
55,16981.0,111,9,2008-09-06,False
38,23888.0,222,7,2008-09-13,False
30,9747.0,18,9,2008-09-27,False
47,16146.0,238,7,2008-09-21,False
25,5824.0,214,7,2008-09-10,False
57,9841.0,90,9,2008-09-27,False
50,11002.0,106,9,2008-09-17,False
37,10355.0,207,7,2008-09-03,False
42,18723.0,300,8,2008-09-21,False
30,5316.0,29,9,2008-09-28,False
24,6489.0,25,9,2008-09-30,False
34,11912.0,1,9,2008-09-25,False
48,9763.0,105,9,2008-09-08,False
55,28310.0,61,9,2008-09-26,False
15,5955.0,68,9,2008-09-19,False
55,15883.0,212,7,2008-09-16,False
38,15981.0,78,9,2008-09-18,False
38,7369.0,254,6,2008-09-11,False
38,8255.0,130,9,2008-09-26,False
63,14762.0,246,7,2008-09-09,False
49,14228.0,231,7,2008-07-14,False
76,19050.0,124,9,2008-07-30,False
56,14968.0,302,8,2008-07-03,False
60,27680.0,46,9,2008-07-06,False
38,7567.0,58,9,2008-07-26,False
38,14270.0,94,9,2008-07-24,False
51,19179.0,127,9,2008-07-24,False
50,15687.0,305,8,2008-07-18,False
31,7913.0,46,9,2008-06-29,False
46,15466.0,8,9,2008-07-21,False
48,8856.0,117,9,2008-07-31,False
48,12558.0,74,9,2008-07-21,False
41,17728.0,253,6,2008-07-23,False
41,13430.0,102,9,2008-07-30,False
52,12653.0,32,9,2008-07-22,False
50,11743.0,56,9,2008-08-01,False
70,16410.0,107,9,2008-07-13,False
64,14258.0,8,9,2008-07-24,False
22,8357.0,103,9,2008-07-08,False
24,5920.0,97,9,2008-06-24,False
29,7419.0,73,9,2008-07-13,False
45,13111.0,90,9,2008-07-04,True
46,11844.0,250,6,2008-07-25,False
31,8678.0,253,6,2008-07-17,False
58,26725.0,31,9,2008-07-25,False
52,15206.0,66,9,2008-07-24,False
94,35679.0,84,9,2008-07-25,False
30,5730.0,127,9,2008-07-23,False
44,14280.0,31,9,2008-07-19,False
48,26345.0,208,7,2008-07-25,False
65,29638.0,34,9,2008-07-22,False
49,17205.0,101,9,2008-08-03,False
37,8325.0,21,9,2008-07-10,False
35,7614.0,108,9,2008-07-19,False
28,9373.0,217,6,2008-07-06,False
37,18195.0,308,8,2008-07-19,False
34,13730.0,82,9,2008-07-20,False
58,12351.0,247,7,2008-07-08,False
83,19286.0,221,7,2008-07-17,False
43,18309.0,248,7,2008-07-05,False
42,18383.0,97,9,2008-07-10,False
63,17544.0,233,7,2008-08-04,False
75,19177.0,15,9,2008-07-28,False
41,17379.0,200,6,2008-07-18,False
33,10549.0,77,9,2008-07-24,False
55,10896.0,249,6,2008-07-27,False
12,3355.0,251,6,2008-07-24,False
48,29172.0,226,6,2008-07-18,False
56,17996.0,71,9,2008-07-26,False
91,32624.0,218,6,2008-07-30,False
51,16877.0,115,9,2008-07-23,False
77,20361.0,22,9,2008-07-09,False
10,3389.0,42,9,2008-07-07,False
31,5547.0,76,9,2008-07-30,False
41,10980.0,5,9,2008-07-17,False
57,16694.0,305,8,2008-07-20,False
54,12959.0,84,9,2008-07-21,False
38,13491.0,230,7,2008-07-24,False
21,6076.0,216,7,2008-07-29,False
59,21935.0,306,8,2008-07-24,False
65,14063.0,16,9,2008-08-03,False
59,16437.0,306,8,2008-07-21,False
54,17848.0,21,9,2008-07-31,False
25,18149.0,71,9,2008-07-23,False
32,9471.0,28,9,2008-07-17,False
36,15843.0,8,9,2008-07-26,False
42,11235.0,71,9,2008-07-16,False
26,10400.0,75,9,2008-07-17,False
48,13900.0,238,7,2008-07-27,False
20,4704.0,49,9,2008-07-13,False
69,11648.0,263,6,2008-07-29,False
33,5712.0,220,7,2008-07-24,False
52,28920.0,121,9,2008-07-25,False
64,19356.0,80,9,2008-08-02,False
45,14489.0,49,9,2008-07-25,False
55,14809.0,223,7,2008-08-07,False
50,13904.0,223,6,2008-07-31,False
34,13179.0,45,9,2008-07-26,False
29,5597.0,122,9,2008-07-10,False
42,16702.0,218,6,2008-07-26,False
40,7846.0,123,9,2008-07-13,False
39,7685.0,60,9,2008-08-04,False
59,16378.0,12,9,2008-07-17,False
132,37792.0,214,7,2008-08-02,False
25,11529.0,3,9,2008-07-27,False
73,25308.0,19,9,2008-07-30,False
34,8069.0,96,9,2008-07-26,False
29,8785.0,51,9,2008-07-14,False
23,14155.0,11,9,2008-07-13,False
27,9692.0,242,7,2008-08-03,False
38,13273.0,211,6,2008-07-18,False
39,12995.0,106,9,2008-08-07,False
41,14848.0,111,9,2008-07-13,False
35,8747.0,215,7,2008-07-21,False
43,11136.0,87,9,2008-07-26,False
32,14150.0,71,9,2008-07-10,False
40,13586.0,71,9,2008-08-04,False
39,12116.0,213,7,2008-07-15,False
21,5639.0,234,6,2008-07-29,False
42,5454.0,26,9,2008-08-05,False
38,7609.0,83,9,2008-08-06,False
82,18112.0,215,6,2008-08-05,False
35,12458.0,84,9,2008-07-30,False
49,9494.0,255,6,2008-07-15,False
65,19236.0,117,9,2008-08-01,False
50,9250.0,16,9,2008-07-18,False
62,28720.0,240,7,2008-07-25,False
39,9489.0,112,9,2008-08-08,False
25,9141.0,224,6,2008-08-01,False
63,19157.0,33,9,2008-07-16,False
69,16638.0,50,9,2008-07-21,False
26,8980.0,301,8,2008-07-07,False
19,3674.0,91,9,2008-08-02,False
51,13260.0,79,9,2008-08-10,False
34,22495.0,248,7,2008-07-20,False
65,19637.0,104,9,2008-07-30,False
36,18629.0,4,9,2008-08-05,False
44,10643.0,37,9,2008-07-13,False
25,6953.0,228,6,2008-07-22,False
36,16017.0,31,9,2008-07-29,False
97,35267.0,30,9,2008-08-01,False
56,14454.0,40,9,2008-07-27,False
52,13762.0,110,9,2008-07-30,False
37,9920.0,77,9,2008-07-27,False
48,18350.0,21,9,2008-07-23,False
78,29006.0,14,9,2008-08-05,False
58,19370.0,300,8,2008-07-31,False
52,11875.0,15,9,2008-08-08,False
72,13369.0,93,9,2008-08-06,False
46,8758.0,77,9,2008-07-14,False
50,10792.0,32,9,2008-08-07,False
38,21117.0,31,9,2008-07-27,False
36,11673.0,92,9,2008-07-26,False
52,14257.0,226,7,2008-07-25,False
32,10348.0,80,9,2008-08-05,False
49,24123.0,2,9,2008-08-11,False
55,10530.0,204,7,2008-07-13,False
40,14865.0,54,9,2008-07-15,False
49,13416.0,212,7,2008-08-02,False
72,31693.0,211,7,2008-08-07,False
63,10747.0,34,9,2008-07-30,False
